rank,symbol,composite_score,quality_tier,recommendation,sector,interpretation,d1_profitability,d2_financial,d3_valuation,d4_growth,d5_management,d6_moat,d7_sentiment,profitability_contribution,financial_contribution,valuation_contribution,growth_contribution,management_contribution,moat_contribution,sentiment_contribution,watch_list,watch_list_warning
1,GLAS.N0000,93.68,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,100.0,100.0,77.2,94.8062,100.0,88.5,80.6,20.0,20.0,11.58,14.22,15.0,8.85,4.03,False,
2,CTC.N0000,92.97,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,100.0,90.0,79.3,98.05893333333331,100.0,100.0,67.35,20.0,18.0,11.89,14.71,15.0,10.0,3.37,False,
3,MCPL.N0000,92.44,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,89.7,100.0,80.8,100.0,100.0,100.0,47.65,17.94,20.0,12.12,15.0,15.0,10.0,2.38,False,
4,JINS.N0000,89.69,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,94.8,90.5,100.0,100.0,85.0,93.05,14.0,18.96,13.57,15.0,15.0,8.5,4.65,False,
5,ASHO.N0000,89.1,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,95.8,87.2,100.0,100.0,83.8,89.7,14.0,19.16,13.08,15.0,15.0,8.38,4.49,False,
6,LFIN.N0000,88.07,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,65.5,94.8,84.7,100.0,100.0,85.0,96.05,13.1,18.96,12.71,15.0,15.0,8.5,4.8,False,
7,AFSL.N0000,87.95,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,91.2,83.3,100.0,100.0,85.0,94.3,14.0,18.24,12.49,15.0,15.0,8.5,4.71,False,
8,CDB.X0000,87.76,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,89.5,88.6,100.0,100.0,85.0,81.45,14.0,17.9,13.29,15.0,15.0,8.5,4.07,False,
9,CARS.N0000,87.73,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,67.1,98.1,87.1,100.0,100.0,82.6,67.35,13.42,19.62,13.06,15.0,15.0,8.26,3.37,False,
10,CFIN.N0000,87.64,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,94.8,85.1,100.0,100.0,85.0,68.35,14.0,18.96,12.76,15.0,15.0,8.5,3.42,False,
11,ACL.N0000,87.43,Exceptional,"BUY - Exceptional quality, monitor valuation",,Exceptional nan compounder - top-tier quality across all dimensions,96.9,100.0,50.9,100.0,100.0,57.3,93.75,19.38,20.0,7.63,15.0,15.0,5.73,4.69,False,
12,KCAB.N0000,87.04,Exceptional,"BUY - Exceptional quality, monitor valuation",,Exceptional nan compounder - top-tier quality across all dimensions,100.0,91.2,51.8,100.0,93.0,75.30000000000001,91.05,20.0,18.24,7.77,15.0,13.95,7.53,4.55,False,
13,LION.N0000,86.88,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,91.2,94.5,77.9,75.67406666666666,100.0,83.4,67.35,18.24,18.9,11.69,11.35,15.0,8.34,3.37,False,
14,CDB.N0000,86.84,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,70.0,89.5,88.0,100.0,100.0,85.0,64.9,14.0,17.9,13.2,15.0,15.0,8.5,3.25,False,
15,AAIC.N0000,86.72,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,60.1,94.8,89.7,98.58883333333333,100.0,85.0,79.85,12.02,18.96,13.46,14.79,15.0,8.5,3.99,False,
16,COMD.N0000,86.21,Exceptional,"BUY - Exceptional quality, monitor valuation",,Exceptional nan compounder - top-tier quality across all dimensions,70.0,100.0,64.0,100.0,100.0,100.0,52.3,14.0,20.0,9.6,15.0,15.0,10.0,2.62,False,
17,ALLI.N0000,85.64,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,67.7,86.5,85.4,100.0,100.0,85.0,69.8,13.54,17.3,12.81,15.0,15.0,8.5,3.49,False,
18,COCR.N0000,85.55,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,55.9,93.2,85.9,100.0,100.0,85.0,86.8,11.18,18.64,12.88,15.0,15.0,8.5,4.34,False,
19,BREW.N0000,85.04,Exceptional,STRONG BUY - Exceptional quality at fair/attractive valuation,,Exceptional nan compounder - top-tier quality across all dimensions,83.9,94.5,83.1,97.9134,73.5,80.2,63.35,16.78,18.9,12.46,14.69,11.03,8.02,3.17,False,
20,RWSL.N0000,84.39,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,70.0,100.0,60.5,100.0,100.0,82.5,61.3,14.0,20.0,9.07,15.0,15.0,8.25,3.06,False,
21,HNB.X0000,83.76,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,69.5,88.2,100.0,100.0,76.3,100.0,14.0,13.9,13.23,15.0,15.0,7.63,5.0,False,
22,SOY.N0000,83.44,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,94.3,100.0,65.3,66.42706666666666,91.5,78.0,65.9,18.86,20.0,9.79,9.96,13.72,7.8,3.3,False,
23,SFIN.N0000,83.19,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,62.5,78.3,85.9,100.0,100.0,85.0,72.9,12.5,15.66,12.88,15.0,15.0,8.5,3.65,False,
24,GRAN.N0000,83.03,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,100.0,72.1,100.0,73.5,78.6,86.65,14.0,20.0,10.81,15.0,11.03,7.86,4.33,False,
25,COLO.N0000,82.98,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,61.5,94.7,64.2,88.0068,100.0,100.0,78.25,12.3,18.94,9.63,13.2,15.0,10.0,3.91,False,
26,PLC.N0000,82.9,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,69.3,88.5,83.3,90.33013333333332,88.5,85.0,70.35,13.86,17.7,12.49,13.55,13.28,8.5,3.52,False,
27,HNB.N0000,82.5,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,69.5,87.7,100.0,100.0,76.3,76.35,14.0,13.9,13.15,15.0,15.0,7.63,3.82,False,
28,VFIN.N0000,82.43,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,51.6,89.8,85.4,100.0,100.0,85.0,56.8,10.32,17.96,12.81,15.0,15.0,8.5,2.84,False,
29,NTB.X0000,82.39,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,57.5,75.3,84.5,100.0,100.0,85.0,93.15,11.5,15.06,12.67,15.0,15.0,8.5,4.66,False,
30,NTB.N0000,82.31,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,57.5,75.3,84.5,100.0,100.0,85.0,91.6,11.5,15.06,12.67,15.0,15.0,8.5,4.58,False,
31,LITE.N0000,82.3,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,85.9,71.1,91.5515,100.0,80.9,72.65,14.0,17.18,10.66,13.73,15.0,8.09,3.63,False,
32,SEYB.N0000,82.22,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,61.2,86.3,100.0,100.0,85.0,90.7,14.0,12.24,12.94,15.0,15.0,8.5,4.54,False,
33,ABAN.N0000,82.21,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,66.4,94.1,73.0,85.718,100.0,67.9,90.25,13.28,18.82,10.95,12.86,15.0,6.79,4.51,False,
34,SEYB.X0000,82.11,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,61.2,88.5,100.0,100.0,85.0,81.95,14.0,12.24,13.28,15.0,15.0,8.5,4.1,False,
35,HHL.N0000,81.89,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,70.0,92.6,66.4,86.11723333333333,100.0,76.3,77.15,14.0,18.52,9.96,12.92,15.0,7.63,3.86,False,
36,WATA.N0000,81.84,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,80.0,81.8,44.3,88.39573333333334,100.0,100.0,91.6,16.0,16.36,6.64,13.26,15.0,10.0,4.58,False,
37,SAMP.N0000,81.83,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,62.0,87.2,100.0,100.0,85.0,77.1,14.0,12.4,13.08,15.0,15.0,8.5,3.85,False,
38,COMB.X0000,81.63,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,65.5,87.3,100.0,100.0,76.3,76.05,14.0,13.1,13.09,15.0,15.0,7.63,3.8,False,
39,COMB.N0000,81.55,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,65.5,87.1,100.0,100.0,76.3,75.05,14.0,13.1,13.06,15.0,15.0,7.63,3.75,False,
40,LALU.N0000,81.47,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,69.7,100.0,79.1,84.00153333333333,93.5,51.400000000000006,77.95,13.94,20.0,11.86,12.6,14.03,5.14,3.9,False,
41,SFCL.N0000,81.41,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,68.5,90.1,81.6,100.0,72.5,85.0,61.400000000000006,13.7,18.02,12.24,15.0,10.88,8.5,3.07,False,
42,PABC.N0000,81.11,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,65.6,85.3,100.0,100.0,74.7,74.55,14.0,13.12,12.79,15.0,15.0,7.47,3.73,False,
43,SUN.N0000,80.92,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,90.0,94.9,54.4,62.9426,100.0,69.4,87.95,18.0,18.98,8.16,9.44,15.0,6.94,4.4,False,
44,CIND.N0000,80.9,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,93.3,100.0,49.0,84.46086666666667,88.5,60.3,58.4,18.66,20.0,7.35,12.67,13.28,6.03,2.92,False,
45,GREG.N0000,80.53,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,70.0,76.7,60.8,97.1028,100.0,79.9,90.35,14.0,15.34,9.12,14.57,15.0,7.99,4.52,False,
46,HASU.N0000,80.31,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,75.9,85.9,74.73222222222222,99.5,82.6,76.95,14.0,15.18,12.88,11.21,14.92,8.26,3.85,False,
47,CFVF.N0000,80.1,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,71.6,54.1,69.0,100.0,100.0,100.0,92.25,14.32,10.82,10.35,15.0,15.0,10.0,4.61,False,
48,DFCC.N0000,80.03,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,59.4,66.7,87.3,100.0,100.0,83.0,68.35,11.88,13.34,13.09,15.0,15.0,8.3,3.42,False,
49,SFCL.R0000,80.0,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,68.5,90.1,81.6,100.0,56.5,85.0,81.25,13.7,18.02,12.24,15.0,8.47,8.5,4.06,False,
50,NDB.N0000,79.74,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,67.7,62.1,89.2,100.0,100.0,68.2,71.7,13.54,12.42,13.38,15.0,15.0,6.82,3.59,False,
51,SIRA.N0000,79.7,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,67.4,76.7,58.7,100.0,100.0,82.6,76.25,13.48,15.34,8.8,15.0,15.0,8.26,3.81,False,
52,BUKI.N0000,79.61,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.2,98.1,86.9,34.042,100.0,82.6,91.05,14.04,19.62,13.04,5.11,15.0,8.26,4.55,False,
53,LAMB.N0000,79.52,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,78.8,96.8,27.6,87.82246666666666,98.0,73.9,100.0,15.76,19.36,4.14,13.17,14.7,7.39,5.0,False,
54,UAL.N0000,79.39,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,90.2,83.8,88.893125,72.0,70.5,71.85,14.0,18.04,12.57,13.33,10.8,7.05,3.59,False,
55,UCAR.N0000,79.17,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,98.8,83.2,78.8,48.1604,100.0,57.900000000000006,58.8,19.76,16.64,11.82,7.22,15.0,5.79,2.94,False,
56,VONE.N0000,78.99,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,68.5,75.2,56.6,99.65333333333334,95.0,88.8,73.65,13.7,15.04,8.49,14.95,14.25,8.88,3.68,False,
57,LOFC.N0000,78.5,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,76.2,94.8,91.2,80.1159375,54.0,85.0,40.0,15.24,18.96,13.68,12.02,8.1,8.5,2.0,False,
58,OSEA.N0000,78.47,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,42.8,91.6,62.1,93.75,100.0,100.0,64.2,8.56,18.32,9.31,14.06,15.0,10.0,3.21,False,
59,CHL.N0000,77.94,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,42.5,87.3,57.2,100.0,100.0,97.1,73.7,8.5,17.46,8.58,15.0,15.0,9.71,3.69,False,
60,GUAR.N0000,77.93,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,93.0,92.5,43.75,99.5,70.0,59.4,14.0,18.6,13.88,6.56,14.92,7.0,2.97,False,
61,DIST.N0000,77.65,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,80.0,93.4,68.5,82.9713,35.0,100.0,100.0,16.0,18.68,10.28,12.45,5.25,10.0,5.0,False,
62,SDF.N0000,77.58,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,61.9,87.8,88.8,100.0,55.0,85.0,51.45,12.38,17.56,13.32,15.0,8.25,8.5,2.57,False,
63,CHL.X0000,77.44,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,42.5,87.3,58.4,100.0,100.0,97.1,60.25,8.5,17.46,8.76,15.0,15.0,9.71,3.01,False,
64,WAPO.N0000,76.96,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,24.5,98.0,64.0,100.0,100.0,100.0,57.25,4.9,19.6,9.6,15.0,15.0,10.0,2.86,False,
65,ELPL.N0000,76.7,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,68.3,100.0,57.4,63.8368,100.0,67.3,62.5,13.66,20.0,8.61,9.58,15.0,6.73,3.12,False,
66,NAMU.N0000,76.62,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,79.6,100.0,56.5,81.95975,60.0,68.1,82.4,15.92,20.0,8.47,12.29,9.0,6.81,4.12,False,
67,RPBH.N0000,76.48,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,46.0,100.0,53.5,79.5676,96.5,99.6,57.75,9.2,20.0,8.03,11.94,14.47,9.96,2.89,False,
68,LHCL.N0000,75.79,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,69.3,100.0,74.8,70.58765,66.0,57.0,90.45,13.86,20.0,11.22,10.59,9.9,5.7,4.52,False,
69,PARQ.N0000,75.63,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,70.0,63.8,48.7,100.0,100.0,80.2,70.95,14.0,12.76,7.3,15.0,15.0,8.02,3.55,False,
70,AAF.N0000,75.44,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,30.3,75.4,80.1,100.0,100.0,85.0,75.6,6.06,15.08,12.01,15.0,15.0,8.5,3.78,False,
71,TAP.N0000,75.43,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,55.5,65.6,61.0,96.838,100.0,79.9,90.9,11.1,13.12,9.15,14.53,15.0,7.99,4.55,False,
72,ETWO.N0000,75.41,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,46.3,78.8,63.9,87.09136666666666,92.0,100.0,78.8,9.26,15.76,9.58,13.06,13.8,10.0,3.94,False,
73,JKL.N0000,75.07,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,57.0,94.8,70.2,82.19120000000001,71.0,85.6,52.85,11.4,18.96,10.53,12.33,10.65,8.56,2.64,False,
74,AMF.N0000,75.06,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,70.0,71.0,92.5,43.75,100.0,85.0,58.55,14.0,14.2,13.88,6.56,15.0,8.5,2.93,False,
75,CIT.N0000,74.79,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,38.7,75.2,64.0,95.0,100.0,100.0,63.2,7.74,15.04,9.6,14.25,15.0,10.0,3.16,False,
76,SINS.N0000,74.76,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,70.0,45.8,58.2,100.0,100.0,83.8,89.85,14.0,9.16,8.73,15.0,15.0,8.38,4.49,False,
77,GEST.N0000,74.39,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,48.8,91.7,86.5,85.572,64.0,79.5,58.5,9.76,18.34,12.97,12.84,9.6,7.95,2.93,False,
78,PKME.N0000,74.32,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,100.0,98.7,42.2,100.0,0.0,100.0,65.05,20.0,19.74,6.33,15.0,0.0,10.0,3.25,False,
79,KZOO.N0000,73.93,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,49.1,84.0,51.7,100.0,100.0,64.6,61.95,9.82,16.8,7.75,15.0,15.0,6.46,3.1,False,
80,SINH.N0000,73.83,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,27.3,92.4,35.7,100.0,100.0,100.0,90.75,5.46,18.48,5.36,15.0,15.0,10.0,4.54,False,
81,UDPL.N0000,73.54,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,81.9,99.2,80.8,44.2824,55.5,71.0,62.75,16.38,19.84,12.12,6.64,8.32,7.1,3.14,False,
82,ASIR.N0000,73.53,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,65.8,57.1,61.2,100.0,77.5,92.5,77.85,13.16,11.42,9.18,15.0,11.62,9.25,3.89,False,
83,CFI.N0000,73.53,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,39.5,75.2,64.0,82.612,100.0,100.0,71.95,7.9,15.04,9.6,12.39,15.0,10.0,3.6,False,
84,CSLK.N0000,73.3,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,99.1,100.0,65.0,100.0,0.0,62.5,49.65,19.82,20.0,9.75,15.0,0.0,6.25,2.48,False,
85,CSD.N0000,73.29,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,59.4,94.8,47.8,53.528866666666666,95.5,100.0,58.45,11.88,18.96,7.17,8.03,14.32,10.0,2.92,False,
86,MERC.N0000,73.26,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,43.9,82.7,87.0,100.0,54.0,85.0,65.75,8.78,16.54,13.05,15.0,8.1,8.5,3.29,False,
87,ABL.N0000,72.77,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,63.8,65.7,92.0,91.358125,72.5,52.5,64.85,12.76,13.14,13.8,13.7,10.88,5.25,3.24,False,
88,VLL.N0000,72.75,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,57.9,91.6,53.7,56.52119999999999,91.5,89.8,72.2,11.58,18.32,8.05,8.48,13.72,8.98,3.61,False,
89,AEL.N0000,72.61,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,53.5,59.5,57.6,100.0,100.0,77.8,71.8,10.7,11.9,8.64,15.0,15.0,7.78,3.59,False,
90,MELS.N0000,72.38,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,60.5,81.3,60.5,100.0,62.5,61.8,87.75,12.1,16.26,9.07,15.0,9.38,6.18,4.39,False,
91,APLA.N0000,71.84,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,100.0,84.0,58.1,44.32493333333333,70.5,51.9,78.25,20.0,16.8,8.71,6.65,10.57,5.19,3.91,False,
92,LMF.N0000,71.66,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,43.6,73.3,36.9,100.0,100.0,77.4,100.0,8.72,14.66,5.53,15.0,15.0,7.74,5.0,False,
93,CINV.N0000,71.28,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,53.8,98.0,64.0,25.0,98.0,100.0,57.4,10.76,19.6,9.6,3.75,14.7,10.0,2.87,False,
94,CARG.N0000,70.75,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,54.3,55.7,50.8,98.217,100.0,65.2,97.55,10.86,11.14,7.62,14.73,15.0,6.52,4.88,False,
95,NEH.N0000,70.68,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,40.0,100.0,65.3,32.44200000000001,100.0,100.0,60.35,8.0,20.0,9.79,4.87,15.0,10.0,3.02,False,
96,CCS.N0000,70.48,Strong,BUY - Strong quality overall,,Strong nan business - quality company at reasonable valuation,49.3,56.7,54.8,100.0,100.0,66.8,87.7,9.86,11.34,8.22,15.0,15.0,6.68,4.39,False,
97,RFL.N0000,70.35,Strong,BUY - Strong quality at fair valuation,,Strong nan business - quality company at reasonable valuation,46.9,100.0,71.7,33.75,92.0,79.0,68.95,9.38,20.0,10.76,5.06,13.8,7.9,3.45,False,
98,ECL.N0000,70.14,Strong,"HOLD - Strong quality but expensive, wait for better entry",,Strong nan business - quality company at reasonable valuation,70.0,100.0,39.8,51.99286666666667,74.5,83.0,57.95,14.0,20.0,5.97,7.8,11.17,8.3,2.9,False,
99,RCH.N0000,69.73,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,59.0,81.2,53.2,76.90944999999999,79.0,75.2,56.05,11.8,16.24,7.98,11.54,11.85,7.52,2.8,False,
100,AFS.N0000,69.7,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,65.7,91.6,43.7,100.0,39.0,85.80000000000001,45.0,13.14,18.32,6.56,15.0,5.85,8.58,2.25,False,
101,ASIY.N0000,69.44,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,61.4,49.3,71.2,82.832,87.0,73.7,75.55,12.28,9.86,10.68,12.42,13.05,7.37,3.78,False,
102,CTHR.N0000,69.11,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,44.9,56.6,58.7,98.214,100.0,62.0,81.45,8.98,11.32,8.8,14.73,15.0,6.2,4.07,False,
103,SHAW.N0000,69.1,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,39.3,67.6,50.4,77.3372,95.5,100.0,84.75,7.86,13.52,7.56,11.6,14.32,10.0,4.24,False,
104,EBCR.N0000,69.07,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,57.4,63.9,56.8,100.0,72.5,76.19999999999999,55.95,11.48,12.78,8.52,15.0,10.88,7.62,2.8,False,
105,ATL.N0000,68.42,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,,Moderate nan business - average quality or mixed signals,51.6,73.2,89.2,34.0968,92.0,81.0,61.25,10.32,14.64,13.38,5.11,13.8,8.1,3.06,False,
106,SHOT.X0000,68.21,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,37.3,97.9,60.3,33.75,100.0,91.9,57.35,7.46,19.58,9.04,5.06,15.0,9.19,2.87,False,
107,RENU.N0000,67.98,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,64.8,91.2,50.1,66.3908,66.0,63.1,61.9,12.96,18.24,7.51,9.96,9.9,6.31,3.1,False,
108,DIAL.N0000,67.55,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,46.8,54.8,77.2,65.5548,79.5,100.0,77.85,9.36,10.96,11.58,9.83,11.92,10.0,3.89,False,
109,LLUB.N0000,66.69,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,79.2,99.2,57.4,41.07586666666667,36.0,71.5,73.85,15.84,19.84,8.61,6.16,5.4,7.15,3.69,False,
110,SHOT.N0000,66.6,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,37.3,97.9,58.9,33.75,92.0,91.9,53.45,7.46,19.58,8.83,5.06,13.8,9.19,2.67,False,
111,AAF.P0000,66.58,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,,Moderate nan business - average quality or mixed signals,30.3,75.4,83.5,100.0,45.5,85.0,51.75,6.06,15.08,12.53,15.0,6.83,8.5,2.59,False,
112,RIL.N0000,66.52,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,5.9,71.1,63.3,100.0,100.0,74.3,83.9,1.18,14.22,9.49,15.0,15.0,7.43,4.2,False,
113,AGAL.N0000,66.47,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,70.7,92.1,51.4,85.13640000000001,35.0,53.400000000000006,56.7,14.14,18.42,7.71,12.77,5.25,5.34,2.84,False,
114,CINS.X0000,66.35,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,,Moderate nan business - average quality or mixed signals,70.0,76.1,85.1,24.399166666666677,73.5,65.3,62.95,14.0,15.22,12.76,3.66,11.03,6.53,3.15,False,
115,VPEL.N0000,66.31,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,64.4,100.0,47.5,14.139966666666666,77.0,95.9,60.85,12.88,20.0,7.12,2.12,11.55,9.59,3.04,False,
116,CINS.N0000,66.2,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,,Moderate nan business - average quality or mixed signals,70.0,76.1,84.3,24.399166666666677,73.5,65.3,62.45,14.0,15.22,12.64,3.66,11.03,6.53,3.12,False,
117,TANG.N0000,66.02,Moderate,"HOLD - Average quality, needs improvement or better price",,Moderate nan business - average quality or mixed signals,23.2,100.0,52.2,31.9948,100.0,97.2,80.65,4.64,20.0,7.83,4.8,15.0,9.72,4.03,False,
