symbol,dimension_3_score,quality_label,industry_type,pillar1_score,pillar1_contribution,pillar2_score,pillar2_contribution,pillar3_score,pillar3_contribution,sector,industry,pb,pb_label,pe,pe_label,fair_pb,pb_ratio,iv_label,pe_historical_label,week52_position_label,ath_drawdown_label,current_vs_avg_pe,pfcf,ev_ebitda,earnings_yield,intrinsic_value,price_iv_ratio,ncav,price_ncav_ratio
MBSL.N0000,59.6,Fairly Valued,financial,74.03800000000001,29.6,50.0,17.5,50.0,12.5,,Miscellaneous business Credit Institutions,1.41,Moderate Premium,15.71,Fair,0.0,0.0,No ROE Data,No Historical Data,No Data,No Data,0.0,,,,,,,
MCPL.N0000,81.2,Deep Value,value,94.12379999999999,37.6,85.0,29.7,55.175625,13.8,,Agricultural Production Crops,,,11.32,Value,,,Extreme Value (50%+ MOS),Average,No Data,No Data,1.10546875,12.92,6.01,9.24,4082400000.0000005,0.47766019988242203,0.0,0.0
MDL.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Land Subdividers and Developers Except Cemeteries,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-0.82,0.0,0.0,0.0,0.0
MEL.N0000,44.5,Slight Premium,value,36.5,14.6,50.0,17.5,49.73886570761468,12.4,,Electronic and Other Electrical Equipment and Components except Computer Equipment,,,163.27,Very Expensive,,,Unable to Calculate,Above Average,No Data,No Data,1.2297205694057392,0.0,0.0,0.54,0.0,0.0,0.0,0.0
MELS.N0000,60.6,Fair Value,value,97.5833,39.0,29.0,10.1,45.62753246753247,11.4,,Distilled and Blended Liquors,,,11.25,Value,,,Overvalued,Historically Expensive,No Data,No Data,1.3282172373081462,8.68,5.45,8.99,88958614357.2621,2.3613227512333865,0.0,0.0
MERC.N0000,87.0,Deep Value,financial,91.624,36.6,100.0,35.0,61.25319587628866,15.3,,Personal Credit Institutions,1.32,Deep Value,16.98,Fair,49.91666666666667,0.0264440734557596,Extreme Value (50%+ MOS),Average,No Data,No Data,0.875257731958763,,,,,,,
MFPE.N0000,45.2,Slight Premium,value,37.91199999999999,15.2,50.0,17.5,50.0,12.5,,Miscellaneous Food Preparations And Kindred Products,,,30.48,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,21.27,3.08,0.0,0.0,0.0,0.0
MGT.N0000,63.4,Fair Value,value,79.0958,31.6,50.0,17.5,56.86,14.2,,Textile Mill Products,,,13.0,Value,,,Unable to Calculate,Average,No Data,No Data,1.0416666666666667,0.0,6.08,7.74,0.0,0.0,0.0,0.0
MHDL.N0000,78.7,Value,value,91.2068,36.5,85.0,29.7,50.0,12.5,,Land Subdividers and Developers Except Cemeteries,,,11.3,Value,,,Extreme Value (50%+ MOS),No Historical Data,No Data,No Data,0.0,3.62,8.67,8.29,10834020000.000002,0.13383767059687907,0.0,0.0
MRH.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-27.2,0.0,0.0,0.0,0.0
MSL.N0000,33.6,Overvalued,value,27.5,11.0,29.0,10.1,50.0,12.5,,Operators of Nonresidential Buildings,,,791.81,Very Expensive,,,Overvalued,No Historical Data,No Data,No Data,0.0,619.86,0.0,0.13,19455555.555555556,53.96916047972587,0.0,0.0
MULL.N0000,62.4,Fair Value,value,65.0,26.0,68.22241961620688,23.9,50.0,12.5,,Drugs Drug Proprietaries and Druggists' Sundries,,,0.0,No Data,,,Value (10-30% MOS),No Data,No Data,No Data,0.0,9.38,0.0,-14.96,863254444.4444444,0.8195729596912974,0.0,0.0
NAMU.N0000,56.8,Fairly Valued,value,92.8647,37.1,29.0,10.1,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,11.48,Value,,,Overvalued,Historically Expensive,No Data,No Data,2.474137931034483,11.82,6.81,8.71,9304631986.718317,2.2773603545252707,0.0,0.0
NDB.N0000,88.9,Deep Value,financial,100.0,40.0,100.0,35.0,55.7791304347826,13.9,,Commercial Banks,0.72,Deep Value,4.98,Deep Value,81.16666666666667,0.008870636550308007,Extreme Value (50%+ MOS),Average,No Data,No Data,1.082608695652174,,,,,,,
NEH.N0000,57.0,Fairly Valued,value,65.089,26.0,38.524078342437306,13.5,70.0,17.5,,Hotels and Motels,,,14.55,Value,,,Overvalued,Historically Cheap,No Data,No Data,0.368168016194332,36.62,9.14,6.87,8902710000.000002,1.3557669518607252,0.0,0.0
NHL.N0000,50.3,Fairly Valued,value,50.79675,20.3,50.0,17.5,50.0,12.5,,Hospitals,,,26.93,Premium,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,12.07,3.74,0.0,0.0,0.0,0.0
NTB.N0000,84.6,Deep Value,financial,100.0,40.0,100.0,35.0,38.236315789473686,9.6,,Commercial Banks,1.25,Deep Value,5.74,Deep Value,153.41666666666669,0.00814774579033134,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.8881578947368423,,,,,,,
NTB.X0000,84.5,Deep Value,financial,100.0,40.0,100.0,35.0,38.0,9.5,,Commercial Banks,1.25,Deep Value,5.98,Deep Value,153.41666666666669,0.00814774579033134,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.967105263157895,,,,,,,
ODEL.N0000,39.1,Overvalued,value,41.024,16.4,29.0,10.1,50.0,12.5,,Apparel and Accessory Stores,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,49.92,0.0,-54.04,1555185555.5555556,4.359608392567661,0.0,0.0
OFEQ.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Professional And Commercial Equipment And Supplies,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-3.07,0.0,0.0,0.0,0.0
ONAL.N0000,48.5,Slight Premium,value,64.0135,25.6,29.0,10.1,51.15945130315501,12.8,,Real Estate,,,8.77,Deep Value,,,Overvalued,Above Average,No Data,No Data,1.2030178326474623,36.48,19.17,11.49,1312792222.2222223,3.191670341333528,0.0,0.0
OSEA.N0000,62.1,Fair Value,value,77.9875,31.2,50.0,17.5,53.67844331641287,13.4,,Real Estate,,,6.83,Deep Value,,,Unable to Calculate,Above Average,No Data,No Data,1.155668358714044,0.0,9.61,14.65,0.0,0.0,0.0,0.0
PABC.N0000,85.3,Deep Value,financial,100.0,40.0,100.0,35.0,41.07851851851852,10.3,,Commercial Banks,0.91,Deep Value,5.42,Deep Value,113.25,0.008035320088300222,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.6728395061728394,,,,,,,
PACK.N0000,52.6,Fairly Valued,value,64.091,25.6,50.0,17.5,38.0,9.5,,Paperboard Containers And Boxes,,,18.76,Fair,,,Unable to Calculate,Historically Expensive,No Data,No Data,2.3131935881627625,0.0,8.02,5.38,0.0,0.0,0.0,0.0
PALM.N0000,36.0,Overvalued,value,33.5,13.4,29.0,10.1,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,1543.5,26.52,-10.4,247428888.8888889,134.82661685063272,0.0,0.0
PAP.N0000,42.9,Slight Premium,value,32.367,12.9,50.0,17.5,50.0,12.5,,Cogeneration Services and Small Power Producers,,,40.38,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,28.35,2.45,0.0,0.0,0.0,0.0
PARA.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Commercial Printing,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0
PARQ.N0000,48.7,Slight Premium,value,69.6749,27.9,29.0,10.1,42.76920716112532,10.7,,Rolling Drawing And Extruding Of Nonferrous Metals,,,12.08,Value,,,Overvalued,Historically Expensive,No Data,No Data,1.5447570332480818,43.88,7.64,8.27,2998444444.4444447,3.8353220188245754,0.0,0.0
PEG.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-4.93,0.0,0.0,0.0,0.0
PHAR.N0000,64.0,Fair Value,value,72.5,29.0,50.0,17.5,70.0,17.5,,Drug Stores and Proprietary Stores,,,8.02,Deep Value,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.6733837111670864,0.0,0.0,12.47,0.0,0.0,0.0,0.0
PINS.N0000,81.2,Deep Value,financial,91.36,36.5,100.0,35.0,38.74709677419355,9.7,,Fire Marine and Casualty Insurance,1.03,Deep Value,17.2,Fair,134.91666666666669,0.0076343421865348975,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.8494623655913975,,,,,,,
PKME.N0000,42.4,Slight Premium,value,47.058,18.8,31.782447623914155,11.1,50.0,12.5,,Local and Suburban Transit and Interurban Highway Passenger Transportation,,,28.41,Premium,,,Overvalued,No Historical Data,No Data,No Data,0.0,19.95,17.66,3.55,30442222222.222225,1.741002992919191,0.0,0.0
PLC.N0000,83.4,Deep Value,financial,97.20400000000001,38.9,100.0,35.0,38.0,9.5,,Finance Lessors,1.11,Deep Value,12.33,Value,83.16666666666667,0.013346693386773547,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,2.1443478260869564,,,,,,,
PLR.N0000,42.7,Slight Premium,value,39.195,15.7,50.0,17.5,38.0,9.5,,Land Subdividers and Developers Except Cemeteries,,,28.95,Premium,,,Unable to Calculate,Historically Expensive,No Data,No Data,4.244868035190615,0.0,21.92,3.46,0.0,0.0,0.0,0.0
PMB.N0000,90.6,Deep Value,financial,95.332,38.1,100.0,35.0,70.0,17.5,,Miscellaneous business Credit Institutions,1.68,Deep Value,13.89,Value,29.583333333333332,0.056788732394366194,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.5285388127853882,,,,,,,
RAL.N0000,43.3,Slight Premium,value,33.158,13.3,50.0,17.5,50.0,12.5,,Food and Kindred Products,,,38.12,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,24.7,2.5,0.0,0.0,0.0,0.0
RCH.N0000,52.7,Fairly Valued,value,62.6892,25.1,50.0,17.5,40.461694915254235,10.1,,Hotels and Motels,,,11.16,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.7195685670261942,0.0,43.14,8.96,0.0,0.0,0.0,0.0
RCL.N0000,48.8,Slight Premium,value,71.8678,28.7,29.0,10.1,39.73692307692308,9.9,,Structural Clay Products,,,10.15,Value,,,Overvalued,Historically Expensive,No Data,No Data,1.7744755244755246,68.81,7.53,9.84,9397033333.333334,6.0125358712501455,0.0,0.0
REEF.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,33.81,-3.01,0.0,0.0,0.0,0.0
RENU.N0000,50.6,Fairly Valued,value,65.819,26.3,29.0,10.1,56.40080536912752,14.1,,Hotels and Motels,,,7.89,Deep Value,,,Overvalued,Average,No Data,No Data,1.0590604026845636,42.27,0.0,12.68,71037222.94654498,91.7828672005697,0.0,0.0
REXP.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Fabricated Rubber Products Not Elsewhere Classified,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-2.33,0.0,0.0,0.0,0.0
RFL.N0000,72.8,Value,value,69.0975,27.6,78.92490187023782,27.6,70.0,17.5,,Hotels and Motels,,,19.11,Fair,,,Deep Value (30-50% MOS),Historically Cheap,No Data,No Data,0.0,16.63,9.09,5.17,1169370000.0000002,0.6157161548526128,0.0,0.0
RGEM.N0000,48.1,Slight Premium,value,52.316,20.9,42.067078552515454,14.7,50.0,12.5,,Jewelry Silverware And Plated Ware,,,0.0,No Data,,,Slight Premium,No Data,No Data,No Data,0.0,14.32,30.67,-4.05,402844444.4444445,1.2511032656663723,0.0,0.0
RHL.N0000,58.7,Fairly Valued,value,65.5851,26.2,50.0,17.5,59.98466165413534,15.0,,Groceries And Related Products,,,12.28,Value,,,Unable to Calculate,Average,No Data,No Data,0.9233082706766916,0.0,15.59,8.38,0.0,0.0,0.0,0.0
RHL.X0000,59.1,Fairly Valued,value,66.0751,26.4,50.0,17.5,60.6793984962406,15.2,,Groceries And Related Products,,,11.93,Value,,,Unable to Calculate,Average,No Data,No Data,0.8969924812030075,0.0,15.59,8.38,0.0,0.0,0.0,0.0
RHTL.N0000,48.3,Slight Premium,value,48.76875,19.5,50.0,17.5,45.26633763320247,11.3,,Hotels and Motels,,,24.17,Premium,,,Unable to Calculate,Historically Expensive,No Data,No Data,0.0,0.0,14.47,3.8,0.0,0.0,0.0,0.0
RICH.N0000,46.0,Slight Premium,value,50.3515,20.1,29.0,10.1,62.69223831195697,15.7,,Conglomerates,,,20.23,Premium,,,Overvalued,Below Average,No Data,No Data,0.8369880016549441,90.05,9.95,4.95,1337230482.529118,54.17914185068123,0.0,0.0
RIL.N0000,63.7,Fair Value,value,72.4787,29.0,50.0,17.5,68.82229738353541,17.2,,Automotive Dealers and Gasoline Service Stations,,,11.31,Value,,,Unable to Calculate,Below Average,No Data,No Data,0.7217613273771538,0.0,11.92,8.81,0.0,0.0,0.0,0.0
RPBH.N0000,55.4,Fairly Valued,value,62.55675,25.0,36.692089866254825,12.8,70.0,17.5,,Hotels and Motels,,,21.55,Premium,,,Overvalued,Historically Cheap,No Data,No Data,0.0,16.68,12.07,4.75,1971992222.2222223,1.4604520076425813,0.0,0.0
RWSL.N0000,60.7,Fair Value,value,80.0426,32.0,50.0,17.5,44.68346002621232,11.2,,Miscellaneous Food Preparations And Kindred Products,,,10.68,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.399737876802097,0.0,7.44,9.38,0.0,0.0,0.0,0.0
SAMP.N0000,87.2,Deep Value,financial,100.0,40.0,100.0,35.0,48.60035874439462,12.2,,Commercial Banks,0.99,Deep Value,5.58,Deep Value,98.25,0.010076335877862596,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.251121076233184,,,,,,,
SCAP.N0000,58.5,Fairly Valued,financial,71.16,28.5,50.0,17.5,50.0,12.5,,Life Insurance,1.66,High Premium,12.8,Value,0.0,0.0,No ROE Data,No Historical Data,No Data,No Data,0.0,,,,,,,
SDB.N0000,75.9,Value,financial,78.46600000000001,31.4,100.0,35.0,38.0,9.5,,Commercial Banks,0.73,Deep Value,41.78,Expensive,39.16666666666667,0.018638297872340424,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,2.776079734219269,,,,,,,
SDF.N0000,88.5,Deep Value,financial,100.0,40.0,100.0,35.0,54.11140664961636,13.5,,Personal Credit Institutions,1.43,Deep Value,8.96,Deep Value,75.0,0.019066666666666666,Extreme Value (50%+ MOS),Average,No Data,No Data,1.1457800511508953,,,,,,,
SEMB.N0000,82.9,Deep Value,financial,76.0,30.4,100.0,35.0,70.0,17.5,,Miscellaneous business Credit Institutions,2.08,Deep Value,59.87,Expensive,11.000000000000002,0.18909090909090906,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.6408005993792143,,,,,,,
SEMB.X0000,83.2,Deep Value,financial,76.708,30.7,100.0,35.0,70.0,17.5,,Miscellaneous business Credit Institutions,2.08,Deep Value,47.64,Expensive,11.000000000000002,0.18909090909090906,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.509900460237611,,,,,,,
SERV.N0000,65.6,Fair Value,value,81.5118,32.6,44.26637939646139,15.5,70.0,17.5,,Hotels and Motels,,,13.5,Value,,,Slight Premium,Historically Cheap,No Data,No Data,0.0,13.85,9.73,7.29,7641341111.111112,1.209211821019783,0.0,0.0
SEYB.N0000,86.2,Deep Value,financial,100.0,40.0,100.0,35.0,44.99851508120649,11.2,,Commercial Banks,0.72,Deep Value,5.93,Deep Value,80.83333333333333,0.008907216494845362,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.3758700696055686,,,,,,,
SEYB.X0000,88.5,Deep Value,financial,100.0,40.0,100.0,35.0,53.81336426914153,13.5,,Commercial Banks,0.72,Deep Value,4.97,Deep Value,80.83333333333333,0.008907216494845362,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.1531322505800465,,,,,,,
SFCL.N0000,81.7,Deep Value,financial,80.758,32.3,100.0,35.0,57.6073731077471,14.4,,Personal Credit Institutions,6.46,Deep Value,34.14,Expensive,109.16666666666667,0.059175572519083966,Extreme Value (50%+ MOS),Average,No Data,No Data,1.0133570792520037,,,,,,,
SFCL.R0000,81.7,Deep Value,financial,80.758,32.3,100.0,35.0,57.6073731077471,14.4,,Personal Credit Institutions,6.46,Deep Value,34.14,Expensive,109.16666666666667,0.059175572519083966,Extreme Value (50%+ MOS),Average,No Data,No Data,1.0133570792520037,,,,,,,
SFIN.N0000,86.0,Deep Value,financial,100.0,40.0,100.0,35.0,43.89225806451613,11.0,,Finance Lessors,2.29,Deep Value,9.05,Deep Value,91.66666666666667,0.02498181818181818,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.4596774193548387,,,,,,,
SHAW.N0000,48.6,Slight Premium,value,53.888,21.6,50.0,17.5,38.0,9.5,,Land Subdividers and Developers Except Cemeteries,,,15.98,Fair,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.9160671462829737,0.0,57.1,6.26,0.0,0.0,0.0,0.0
SHL.N0000,70.9,Value,value,71.5875,28.6,85.0,29.7,50.0,12.5,,Electronic Parts and Equipment not elsewhere classified,,,0.0,No Data,,,Extreme Value (50%+ MOS),No Data,No Data,No Data,0.0,1.11,8.73,-127.11,100825555555.55556,0.09690003636644148,0.0,0.0
SHOT.N0000,58.1,Fairly Valued,value,67.2278,26.9,50.0,17.5,55.028781542898344,13.8,,Hotels and Motels,,,15.41,Fair,,,Unable to Calculate,Average,No Data,No Data,0.0,0.0,10.58,7.04,0.0,0.0,0.0,0.0
SHOT.X0000,59.4,Fairly Valued,value,68.9078,27.6,50.0,17.5,57.31284787310742,14.3,,Hotels and Motels,,,14.21,Value,,,Unable to Calculate,Average,No Data,No Data,0.0,0.0,10.58,7.04,0.0,0.0,0.0,0.0
SIGV.N0000,55.5,Fairly Valued,value,63.7405,25.5,50.0,17.5,50.0,12.5,,Hotels and Motels,,,17.03,Fair,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,10.63,5.87,0.0,0.0,0.0,0.0
SIL.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Fabricated Rubber Products Not Elsewhere Classified,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,45.52,-5.27,0.0,0.0,0.0,0.0
SING.N0000,51.4,Fairly Valued,value,53.448499999999996,21.4,50.0,17.5,50.0,12.5,,Industrial Inorganic Chemicals,,,18.91,Fair,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,16.39,5.27,0.0,0.0,0.0,0.0
SINH.N0000,35.6,Overvalued,value,20.0,8.0,29.0,10.1,70.0,17.5,,Health Services,,,51.57,Expensive,,,Overvalued,Historically Cheap,No Data,No Data,0.6143674052894925,87.62,27.93,2.0,2897370000.000001,3.2443215743933282,0.0,0.0
SINS.N0000,58.8,Fairly Valued,value,59.50149999999999,23.8,50.0,17.5,70.0,17.5,,Home Furniture Furnishings and Equipment Stores,,,18.1,Fair,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.1152279093455564,0.0,12.42,5.52,0.0,0.0,0.0,0.0
SIRA.N0000,59.7,Fairly Valued,value,73.19269999999999,29.3,50.0,17.5,51.53190775681341,12.9,,Drawing and Insulating of Nonferrous Wire,,,11.41,Value,,,Unable to Calculate,Above Average,No Data,No Data,1.1960167714884697,0.0,11.21,8.76,0.0,0.0,0.0,0.0
SLND.N0000,42.9,Slight Premium,value,38.0995,15.2,50.0,17.5,40.70022471910112,10.2,,Real Estate,,,45.43,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.701498127340824,0.0,0.0,0.9,0.0,0.0,0.0,0.0
SLTL.N0000,72.4,Value,value,82.69999999999999,33.1,76.50785265562536,26.8,50.11559724828017,12.5,,Telephone Communications Except Radiotelephone,,,19.55,Fair,,,Deep Value (30-50% MOS),Above Average,No Data,No Data,1.222639149468418,7.57,5.49,5.07,262650000000.0,0.661755187511898,0.0,0.0
SMOT.N0000,65.5,Fair Value,value,76.21119999999999,30.5,50.0,17.5,70.0,17.5,,Automotive Dealers and Gasoline Service Stations,,,11.94,Value,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.3593138730063196,0.0,7.94,8.16,0.0,0.0,0.0,0.0
SOY.N0000,65.3,Fair Value,value,93.784,37.5,48.48705053459598,17.0,43.30761904761905,10.8,,Miscellaneous Food Preparations And Kindred Products,,,11.37,Value,,,Slight Premium,Historically Expensive,No Data,No Data,1.503968253968254,12.92,5.63,8.8,6156882222.222222,1.1288180850553147,0.0,0.0
SPEN.N0000,63.3,Fair Value,value,95.9284,38.4,32.50490527403933,11.4,54.34526912181303,13.6,,Conglomerates,,,12.04,Value,,,Overvalued,Average,No Data,No Data,1.1369216241737488,7.57,6.04,8.32,38694615384.61539,1.699719698626324,0.0,0.0
STAF.N0000,58.2,Fairly Valued,value,63.090999999999994,25.2,50.0,17.5,61.714311649016636,15.4,,Hotels and Motels,,,17.01,Fair,,,Unable to Calculate,Average,No Data,No Data,0.0,0.0,11.18,5.88,0.0,0.0,0.0,0.0
SUN.N0000,54.7,Fairly Valued,value,78.913,31.6,38.845873786407765,13.6,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,17.5,Fair,,,Overvalued,Historically Expensive,No Data,No Data,2.0734597156398107,15.31,6.37,5.71,49440000000.0,1.3373786407766992,0.0,0.0
SWAD.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Soap Detergents And Cleaning Preparations; Perfumes Cosmetics and Other Toilet Preparations,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-1.97,0.0,0.0,0.0,0.0
TAFL.N0000,69.8,Fair Value,value,96.75899999999999,38.7,61.70103783059927,21.6,38.0,9.5,,Poultry Slaughtering and Processing,,,11.23,Value,,,Fair Value,Historically Expensive,No Data,No Data,2.310699588477366,10.66,4.01,8.9,16594444444.444445,0.9328423167057248,0.0,0.0
TAJ.N0000,40.0,Overvalued,value,43.352000000000004,17.3,29.0,10.1,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,23.58,31.28,-5.53,3053377777.7777777,2.060013682479149,0.0,0.0
TANG.N0000,52.1,Fairly Valued,value,73.6632,29.5,29.0,10.1,50.0,12.5,,Hotels and Motels,,,13.76,Value,,,Overvalued,No Historical Data,No Data,No Data,0.0,23.37,8.18,7.26,1241264444.4444444,2.046300457060811,0.0,0.0
TAP.N0000,61.0,Fair Value,value,65.0,26.0,50.0,17.5,70.0,17.5,,Computer Programming Data Processing And Other Computer Related Services,,,8.37,Deep Value,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.35301560522986075,0.0,27.63,11.95,0.0,0.0,0.0,0.0
TESS.N0000,45.0,Slight Premium,value,37.4065,15.0,50.0,17.5,50.0,12.5,,Groceries And Related Products,,,47.41,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0
TESS.X0000,45.1,Slight Premium,value,37.8335,15.1,50.0,17.5,50.0,12.5,,Groceries And Related Products,,,46.19,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0
TILE.N0000,46.8,Slight Premium,value,67.946,27.2,29.0,10.1,38.0,9.5,,Structural Clay Products,,,13.95,Value,,,Overvalued,Historically Expensive,No Data,No Data,2.3134328358208953,37.61,7.75,7.2,445751711.0799439,30.218616474551695,0.0,0.0
TJL.N0000,85.4,Deep Value,value,95.3995,38.2,85.0,29.7,70.0,17.5,,Textile Mill Products,,,12.36,Value,,,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.22178359949757762,5.69,3.99,8.05,131760000000.00002,0.21083788706739523,0.0,0.0
TKYO.N0000,56.2,Fairly Valued,value,72.96669999999999,29.2,50.0,17.5,38.0,9.5,,Cement Hydraulic,,,14.03,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.9594972067039105,0.0,7.92,7.61,0.0,0.0,0.0,0.0
TKYO.X0000,56.9,Fairly Valued,value,74.1987,29.7,50.0,17.5,38.916983240223466,9.7,,Cement Hydraulic,,,13.15,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.8365921787709498,0.0,7.92,7.61,0.0,0.0,0.0,0.0
TPL.N0000,60.6,Fair Value,value,100.0,40.0,31.680344024610392,11.1,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,7.2,Deep Value,,,Overvalued,Historically Expensive,No Data,No Data,2.0224719101123596,7.13,2.15,13.9,3927096860.2540836,1.7468374843079775,0.0,0.0
TRAN.N0000,50.6,Fairly Valued,value,47.6055,19.0,40.09479998854516,14.0,70.0,17.5,,Hotels and Motels,,,36.42,Expensive,,,Slight Premium,Historically Cheap,No Data,No Data,0.0,14.75,16.79,2.7,8846326666.666668,1.2886704764086636,0.0,0.0
TSML.N0000,77.6,Value,value,75.84400000000001,30.3,85.0,29.7,70.0,17.5,,Miscellaneous Food Preparations And Kindred Products,,,19.24,Fair,,,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.5687259828554537,8.27,9.96,5.23,4604580000.000001,0.3062168536544049,0.0,0.0
TYRE.N0000,54.7,Fairly Valued,value,65.86319999999999,26.3,50.0,17.5,43.38242355605889,10.8,,Tires and Inner Tubes,,,13.23,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.4983012457531144,0.0,13.8,7.56,0.0,0.0,0.0,0.0
UAL.N0000,83.7,Deep Value,financial,94.42,37.8,100.0,35.0,43.685679758308154,10.9,,Insurance Carriers,2.28,Deep Value,14.65,Value,122.25,0.018650306748466256,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.475327291037261,,,,,,,
UBC.N0000,81.4,Deep Value,financial,81.78999999999999,32.7,100.0,35.0,54.92011623683255,13.7,,Commercial Banks,0.78,Deep Value,30.7,Expensive,24.0,0.0325,Extreme Value (50%+ MOS),Average,No Data,No Data,1.1151471122411913,,,,,,,
UBF.N0000,44.4,Slight Premium,financial,35.93,14.4,50.0,17.5,50.0,12.5,,Personal Credit Institutions,3.02,Expensive,0.0,No Data,0.0,0.0,No ROE Data,No Data,No Data,No Data,0.0,,,,,,,
UCAR.N0000,78.8,Value,value,95.582,38.2,85.0,29.7,43.22331360946745,10.8,,Industrial Organic Chemicals,,,10.21,Value,,,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.510355029585799,8.3,7.6,9.8,8299530000.000001,0.3072463139478982,0.0,0.0
UDPL.N0000,80.9,Deep Value,value,96.575,38.6,85.0,29.7,49.9712676056338,12.5,,Miscellaneous Food Preparations And Kindred Products,,,3.48,Deep Value,,,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.2253521126760565,5.48,7.37,28.52,15225030000.000002,0.2029552651127781,0.0,0.0
UML.N0000,49.0,Slight Premium,value,47.524499999999996,19.0,50.0,17.5,50.0,12.5,,Motor Vehicles And Motor Vehicle Parts And Supplies,,,24.39,Premium,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,17.01,4.1,0.0,0.0,0.0,0.0
