symbol,rank,dimension7_v2_score,c1_trading_activity,c2_volatility_adj,c3_market_recognition,c4_volume_trends,c5_momentum,trade_volume_score,share_volume_score,trade_density_class,volatility_level,volume_trend,volume_ratio,momentum_confluence,momentum_5d_pct,momentum_20d_pct,momentum_60d_pct,momentum_5d_score,momentum_20d_score,momentum_60d_score,phase,components_active,metrics_available,scoring_date
CTLD.N0000,279,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HUNT.N0000,280,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ECL.N0000,281,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
NTB.X0000,282,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ONAL.N0000,283,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HARI.N0000,284,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PALM.N0000,285,54.4,12.0,50.0,50.0,95.0,95.0,12.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CALC.U0000,286,53.9,12.0,45.0,50.0,95.0,95.0,12.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PEG.N0000,287,53.9,12.0,45.0,50.0,95.0,95.0,12.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
UCAR.N0000,288,53.4,12.0,40.0,50.0,95.0,95.0,12.0,12.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AGST.X0000,289,53.4,12.0,40.0,50.0,95.0,95.0,12.0,12.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
