symbol,rank,dimension7_v2_score,c1_trading_activity,c2_volatility_adj,c3_market_recognition,c4_volume_trends,c5_momentum,trade_volume_score,share_volume_score,trade_density_class,volatility_level,volume_trend,volume_ratio,momentum_confluence,momentum_5d_pct,momentum_20d_pct,momentum_60d_pct,momentum_5d_score,momentum_20d_score,momentum_60d_score,phase,components_active,metrics_available,scoring_date
CHL.X0000,253,37.3,24.5,45.0,50.0,37.0,37.0,37.0,12.0,retail,high,strong_distribution,0.452,mostly_negative,-2.61,-3.45,0.0,12.0,37.0,62.0,1B-D,5,10,2026-02-16
CTHR.N0000,254,37.2,24.5,50.0,50.0,12.0,44.5,37.0,12.0,retail,moderate,strong_distribution,0.215,mostly_negative,-0.43,-3.02,0.0,37.0,37.0,62.0,1B-D,5,10,2026-02-16
LGL.X0000,255,37.2,24.5,50.0,50.0,37.0,34.5,12.0,37.0,retail,moderate,strong_distribution,0.561,mostly_negative,-0.93,-8.61,0.0,37.0,12.0,62.0,1B-D,5,10,2026-02-16
DIMO.N0000,256,37.0,24.5,55.0,50.0,62.0,22.0,37.0,12.0,retail,low,mild_distribution,0.647,full_downtrend,-1.81,-2.49,-7.66,12.0,37.0,12.0,1B-D,5,10,2026-02-16
CINS.X0000,257,37.0,12.0,55.0,50.0,62.0,37.0,12.0,12.0,retail,low,mild_distribution,0.712,mostly_negative,-1.91,-1.73,0.0,12.0,37.0,62.0,1B-D,5,10,2026-02-16
BFN.N0000,258,36.9,24.5,60.0,50.0,62.0,19.5,12.0,37.0,retail,very_low,neutral,0.969,full_downtrend,-1.57,-4.56,-9.16,37.0,12.0,12.0,1B-D,5,10,2026-02-16
AGST.X0000,259,36.8,12.0,40.0,50.0,12.0,62.0,12.0,12.0,retail,very_high,strong_distribution,0.061,mostly_positive,0.0,4.27,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
COLO.N0000,260,36.6,12.0,55.0,50.0,12.0,55.0,12.0,12.0,retail,low,strong_distribution,0.148,mostly_positive,1.03,5.57,-8.84,62.0,82.0,12.0,1B-D,5,10,2026-02-16
SDF.N0000,261,36.5,12.0,60.0,50.0,12.0,53.0,12.0,12.0,retail,very_low,strong_distribution,0.091,mostly_positive,4.55,0.98,-10.39,82.0,62.0,12.0,1B-D,5,10,2026-02-16
CIT.N0000,262,36.4,12.0,55.0,50.0,12.0,54.5,12.0,12.0,retail,low,strong_distribution,0.146,mostly_positive,0.32,0.46,-1.46,62.0,62.0,37.0,1B-D,5,10,2026-02-16
BRR.N0000,263,36.3,12.0,60.0,50.0,12.0,52.0,12.0,12.0,retail,very_low,strong_distribution,0.034,mixed,0.0,-0.87,3.65,62.0,37.0,62.0,1B-D,5,10,2026-02-16
HOPL.N0000,264,36.0,12.0,55.0,50.0,12.0,53.0,12.0,12.0,retail,low,strong_distribution,0.294,mostly_positive,2.94,0.19,-10.85,82.0,62.0,12.0,1B-D,5,10,2026-02-16
CDB.X0000,265,35.8,12.0,55.0,50.0,12.0,52.0,12.0,12.0,retail,low,strong_distribution,0.202,mostly_negative,-0.17,-1.83,0.0,62.0,37.0,62.0,1B-D,5,10,2026-02-16
CDB.N0000,266,35.7,12.0,60.0,50.0,62.0,29.5,12.0,12.0,retail,very_low,mild_distribution,0.829,full_downtrend,-2.24,-3.7,-3.01,12.0,37.0,37.0,1B-D,5,10,2026-02-16
ABAN.N0000,267,35.6,24.5,45.0,50.0,82.0,12.0,37.0,12.0,retail,high,mild_accumulation,1.476,full_downtrend,-6.67,-8.92,-7.1,12.0,12.0,12.0,1B-D,5,10,2026-02-16
SFIN.N0000,268,35.2,37.0,55.0,50.0,12.0,19.5,37.0,37.0,retail,low,strong_distribution,0.294,full_downtrend,-1.57,-12.58,-9.19,37.0,12.0,12.0,1B-D,5,10,2026-02-16
TRAN.N0000,269,35.0,12.0,60.0,50.0,37.0,37.0,12.0,12.0,retail,very_low,strong_distribution,0.373,full_downtrend,-1.55,-1.89,-5.79,37.0,37.0,37.0,1B-D,5,10,2026-02-16
CFLB.N0000,270,35.0,12.0,60.0,50.0,62.0,27.0,12.0,12.0,retail,very_low,strong_distribution,0.569,full_downtrend,-1.12,-4.46,-1.98,37.0,12.0,37.0,1B-D,5,10,2026-02-16
KGAL.N0000,271,35.0,12.0,60.0,50.0,37.0,37.0,12.0,12.0,retail,very_low,strong_distribution,0.325,full_downtrend,-0.53,-0.88,-1.06,37.0,37.0,37.0,1B-D,5,10,2026-02-16
ETWO.N0000,272,34.8,12.0,55.0,50.0,12.0,48.0,12.0,12.0,retail,low,strong_distribution,0.234,mixed,3.14,-9.06,0.0,82.0,12.0,62.0,1B-D,5,10,2026-02-16
ATLL.N0000,273,34.5,12.0,55.0,50.0,37.0,37.0,12.0,12.0,retail,low,strong_distribution,0.464,mostly_negative,1.14,-1.66,-17.44,62.0,37.0,12.0,1B-D,5,10,2026-02-16
LPL.N0000,274,34.5,24.5,55.0,50.0,12.0,32.0,12.0,37.0,retail,low,strong_distribution,0.167,mostly_negative,-2.16,0.0,-8.72,12.0,62.0,12.0,1B-D,5,10,2026-02-16
SDB.N0000,275,34.4,12.0,60.0,50.0,12.0,44.5,12.0,12.0,retail,very_low,strong_distribution,0.076,mostly_negative,-0.3,-3.51,1.7,37.0,37.0,62.0,1B-D,5,10,2026-02-16
HARI.N0000,276,34.0,12.0,50.0,50.0,12.0,47.0,12.0,12.0,retail,moderate,strong_distribution,0.07,mixed,0.0,1.31,-19.21,62.0,62.0,12.0,1B-D,5,10,2026-02-16
PALM.N0000,277,34.0,12.0,50.0,50.0,12.0,47.0,12.0,12.0,retail,moderate,strong_distribution,0.191,mixed,-4.76,2.19,0.0,12.0,62.0,62.0,1B-D,5,10,2026-02-16
ECL.N0000,278,34.0,12.0,50.0,50.0,12.0,47.0,12.0,12.0,retail,moderate,strong_distribution,0.053,mostly_positive,-2.34,0.6,3.73,12.0,62.0,62.0,1B-D,5,10,2026-02-16
HUNA.N0000,279,33.9,24.5,55.0,50.0,12.0,29.5,12.0,37.0,mixed,low,strong_distribution,0.198,full_downtrend,-0.52,-0.52,-26.34,37.0,37.0,12.0,1B-D,5,10,2026-02-16
RHTL.N0000,280,33.5,12.0,45.0,50.0,62.0,27.0,12.0,12.0,retail,high,mild_distribution,0.62,mostly_negative,-3.05,-7.14,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
CTLD.N0000,281,33.4,12.0,50.0,50.0,12.0,44.5,12.0,12.0,retail,moderate,strong_distribution,0.29,mostly_negative,0.25,-0.25,-0.99,62.0,37.0,37.0,1B-D,5,10,2026-02-16
CONN.N0000,282,33.4,24.5,50.0,50.0,12.0,29.5,12.0,37.0,retail,moderate,strong_distribution,0.267,full_downtrend,-0.27,-3.15,-13.99,37.0,37.0,12.0,1B-D,5,10,2026-02-16
REXP.N0000,283,33.3,12.0,55.0,50.0,12.0,42.0,12.0,12.0,retail,low,strong_distribution,0.121,mostly_positive,0.61,-6.2,1.16,62.0,12.0,62.0,1B-D,5,10,2026-02-16
RFL.N0000,284,32.7,12.0,55.0,50.0,62.0,19.5,12.0,12.0,retail,low,neutral,0.978,full_downtrend,-1.35,-6.17,-16.28,37.0,12.0,12.0,1B-D,5,10,2026-02-16
BPPL.N0000,285,32.5,24.5,60.0,50.0,37.0,12.0,12.0,37.0,retail,very_low,strong_distribution,0.343,full_downtrend,-2.07,-5.03,-6.44,12.0,12.0,12.0,1B-D,5,10,2026-02-16
BOPL.N0000,286,32.5,12.0,60.0,50.0,12.0,37.0,12.0,12.0,retail,very_low,strong_distribution,0.13,mostly_negative,0.4,-0.13,-5.79,62.0,37.0,12.0,1B-D,5,10,2026-02-16
UDPL.N0000,287,32.5,12.0,60.0,50.0,12.0,37.0,12.0,12.0,retail,very_low,strong_distribution,0.124,full_downtrend,-0.31,-2.9,-5.21,37.0,37.0,37.0,1B-D,5,10,2026-02-16
BALA.N0000,288,32.5,12.0,60.0,50.0,12.0,37.0,12.0,12.0,retail,very_low,strong_distribution,0.118,mostly_negative,1.04,-1.16,-16.3,62.0,37.0,12.0,1B-D,5,10,2026-02-16
CARS.N0000,289,32.0,24.5,55.0,50.0,37.0,12.0,37.0,12.0,retail,low,strong_distribution,0.439,full_downtrend,-2.22,-10.9,-14.55,12.0,12.0,12.0,1B-D,5,10,2026-02-16
MASK.N0000,290,32.0,12.0,55.0,50.0,12.0,37.0,12.0,12.0,retail,low,strong_distribution,0.274,mostly_negative,0.13,-3.47,-15.14,62.0,37.0,12.0,1B-D,5,10,2026-02-16
LCEY.N0000,291,32.0,12.0,55.0,50.0,12.0,37.0,12.0,12.0,retail,low,strong_distribution,0.09,mostly_negative,-2.77,-2.36,0.0,12.0,37.0,62.0,1B-D,5,10,2026-02-16
VLL.X0000,292,31.4,12.0,55.0,50.0,12.0,34.5,12.0,12.0,retail,low,strong_distribution,0.101,mostly_negative,-0.55,-4.71,0.0,37.0,12.0,62.0,1B-D,5,10,2026-02-16
BUKI.N0000,293,31.3,12.0,60.0,50.0,62.0,12.0,12.0,12.0,retail,very_low,mild_distribution,0.776,full_downtrend,-2.31,-8.71,-14.52,12.0,12.0,12.0,1B-D,5,10,2026-02-16
SFCL.N0000,294,30.9,24.5,50.0,50.0,12.0,19.5,37.0,12.0,retail,moderate,strong_distribution,0.211,full_downtrend,-0.6,-22.15,-34.38,37.0,12.0,12.0,1B-D,5,10,2026-02-16
MAL.N0000,295,30.1,12.0,60.0,50.0,12.0,27.0,12.0,12.0,retail,very_low,strong_distribution,0.027,mostly_negative,-3.3,-5.12,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
LVEN.N0000,296,28.3,12.0,55.0,50.0,37.0,12.0,12.0,12.0,retail,low,strong_distribution,0.487,full_downtrend,-5.67,-7.06,-10.35,12.0,12.0,12.0,1B-D,5,10,2026-02-16
ONAL.N0000,297,27.8,12.0,50.0,50.0,37.0,12.0,12.0,12.0,retail,moderate,strong_distribution,0.462,full_downtrend,-3.96,-7.04,-11.02,12.0,12.0,12.0,1B-D,5,10,2026-02-16
