symbol,price,dollarvolume,high,high52,daysgap,change,open,close,averagevolume,changefromopen,volume,low,low52,relativevolume,beta,marketcap,peratio,pfcfratio,evsales,evebit,earningsyield,ptbvratio,peratio10y,enterprisevalue,psratio,pocfratio,evearnings,evfcf,fcfyield,peratio3y,peforward,pbratio,pegratio,evebitda,priceebitda,fcfevyield,peratio5y,rsi,atr,ma20,ma200,ma150ch,rsiweekly,sharperatio,ma50,ma20ch,ma200ch,rsimonthly,sortinoratio,ma50ch,ma150,ma50vs200,n,exchange,employeeschange,lastreportdate,isin,industry,country,employeeschangepercent,fiscalyearend,website,sector,employees,founded,isprimarylisting,earningsdate,lastearningsdate,nextearningsdate,low52ch,alltimehighchange,alltimelowchange,high52ch,alltimehighdate,alltimelowdate,alltimehigh,alltimelow,ch1w,ch6m,ch3y,ch15y,ch1m,chytd,ch5y,ch20y,ch3m,ch10y,ch1y,tr1w,tr6m,tr3y,tr15y,tr1m,trytd,tr5y,tr20y,tr3m,tr1y,tr10y,cagr1y,cagr10y,cagr3y,cagr15y,cagr5y,cagr20y,dividendyield,dividendgrowth,divcagr5,payoutfrequency,exdivdate,dps,dividendgrowthyears,divcagr10,buybackyield,paymentdate,lastdividend,divcagr3,payoutratio,totalreturn,sharesout,sharesqoq,float,sharesinsiders,sharesyoy,sharesinstitutions,revenue,revenuegrowth3y,revenuegrowthquarters,revenuegrowth,revenuegrowth5y,revenuegrowthq,revenuegrowthyears,netincome,netincomegrowth3y,netincomegrowthquarters,netincomegrowth,netincomegrowth5y,netincomegrowthq,netincomegrowthyears,eps,epsgrowth3y,epsgrowthquarters,epsgrowth,epsgrowth5y,epsgrowthq,epsgrowthyears,grossprofit,grossprofitgrowth3y,operatingincomegrowth,operatingincomegrowth5y,grossprofitgrowth,grossprofitgrowth5y,operatingincomegrowth_view_8,operatingincomegrowth5y_view_8,grossprofitgrowth_view_8,grossprofitgrowth5y_view_8,operatingincomegrowthq,ebit,grossprofitgrowthq,operatingincome,operatingincomegrowth3y,ebitda,grossmargin,profitmargin,ebitmargin,operatingmargin,fcfmargin,pretaxmargin,ebitdamargin,operatingcf,netcf,adjustedfcf,ocfgrowth,fcfgrowthq,ocfgrowth5y,investingcf,capex,fcfpershare,fcfgrowth3y,ocfgrowthq,ocfgrowth10y,financingcf,fcf,fcfgrowth,fcfgrowth5y,ocfgrowth3y,sharebasedcomp,rndbyrevenue,sbcbyrevenue,researchanddevelopment,total_assets,total_liabilities,total_equity,working_capital_view10,net_working_capital,total_cash,total_debt,net_cash,tangible_book_value,debtgrowthqoq,netcashgrowth,debtgrowth3y,debtgrowth,debtgrowth5y,netcashbymarketcap,bvpershare,tangiblebookvaluepershare,currentratio,debtebitda,quickratio,debtfcf,debtequity,interestcoverage,shortratio,roe,roce,roic5y,roa,roe5y,revperemployee,roic,roa5y,profitperemployee,lastsplittype,lastsplitdate,incometax,taxrate,taxbyrevenue,ffo,pffo,lynchfairvalue,grahamupside,grahamnumber,lynchupside,assetturnover,fscore,inventoryturnover,zscore,asset_turnover,capex_intensity,fcf_margin_calc,fcf_margin,debt_to_assets,data_date,last_updated
CBNK.N0000,None,4620000.0,None,None,None,None,None,None,None,-1.03,None,None,None,8.56,0.18,9170000000.0,11.04,None,None,None,8.78,0.78,None,,1.66,None,None,None,-94.90,None,None,0.77,None,None,None,None,None,47.28,0.31,9.75,9.56,-0.61,49.30,0.30,9.78,-0.46,1.49,58.79,0.73,-0.78,9.76,50over200,Cargills Bank PLC,Colombo Stock Exchange,48,Sep 30 2025,None,Commercial Banks,Sri Lanka,7.28,December,cargillsbank.com,None,707,2011,True,Feb 25 2026,Nov 12 2025,Feb 25 2026,24.68,-15.65,36.62,-16.52,Oct 23 2025,Sep 25 2024,11.50,7.10,-1.02,4.30,None,None,None,1.04,None,None,-6.73,None,11.49,-1.02,4.30,None,None,None,1.04,None,None,-6.73,11.49,None,11.50,None,None,None,None,None,None,None,None,None,None,0,None,None,0.78,None,0,None,None,0.78,945640000.0,5.31,102180000.0,8.11,-0.78,6.89,5530000000.0,34.60,None,38.64,34.07,19.90,None,805440000.0,218.42,None,382.32,None,231.58,None,0.88,215.67,None,386.12,None,300.00,None,5530000000.0,None,None,None,None,None,None,None,None,None,None,,None,1390000000.0,None,,None,14.56,None,25.04,None,25.04,None,-8529999999.999999,640970000.0,-8710000000.0,None,None,None,-217450000.0,-174170000.0,-9.21,None,None,None,9390000000.0,-8710000000.0,None,None,None,,None,None,None,88480000000.0,76510000000.0,11970000000.0,-61530000000.0,,2900000000.0,11150000000.0,-8250000000.0,11800000000.0,8.28,,21.41,42.21,28.93,-89.99,12.65,12.48,,,None,-1.28,None,None,None,6.81,None,None,0.99,0.86,7820000.0,None,0.04,1140000.0,None,None,579690000.0,41.85,10.48,None,None,21.96,63.05,15.82,126.43,None,2,None,None,0.0625,-3.1495479204339962,-157.50452079566003,-157.50452079566003,12.601717902350815,2026-02-13,2026-02-13T18:03:31.328654
CCS.N0000,None,2210000.0,None,None,0.44,None,None,None,None,-0.66,None,None,None,16.69,0.47,107160000000.0,17.96,18.02,0.80,11.68,5.58,5.83,25.34,134620000000.0,0.64,9.45,22.53,22.64,5.55,15.93,13.97,4.60,None,8.54,7.41,4.42,18.30,48.29,1.81,113.98,109.41,-0.39,54.96,1.20,111.15,-1.29,2.83,67.48,2.41,1.21,112.94,50over200,Ceylon Cold Stores PLC,Colombo Stock Exchange,488,Sep 30 2025,None,Bottled and Canned Soft Drinks and Carbonated Waters,Sri Lanka,11.59,March,elephanthouse.lk,None,4700,1866,True,Jan 23 2026,Jan 23 2026,May 20 2026,52.03,-10.00,134308.60,-10.00,Oct 1 2025,May 5 1994,125.00,0.08,-1.75,2.27,221.43,581.82,-1.53,3.21,69.43,2961.22,-2.81,164.09,27.55,-1.75,4.71,287.02,1123.75,-0.24,4.57,114.15,5967.14,-0.49,37.04,286.21,37.07,14.47,56.99,18.17,16.45,22.79,7.09,32.13,27.26,Quarterly,Feb 5 2026,7.98,3,12.17,-0.10,Feb 24 2026,1.48,68.46,90.02,6.99,950400000.0,0.31,131900000.0,0.52,0.10,4.43,168640000000.0,15.28,None,15.36,21.25,17.57,None,5970000000.0,20.80,None,25.87,25.56,7.93,None,6.28,22.70,None,25.74,25.52,7.58,None,23590000000.0,23.94,18.76,23.02,16.25,26.09,18.76,23.02,16.25,26.09,10.64,11520000000.0,11.04,11520000000.0,15.88,14460000000.0,13.99,3.54,6.83,6.83,3.53,5.49,8.57,11340000000.0,-2340000000.0,5850000000.0,-17.31,-37.91,15.80,-6520000000.0,-5390000000.0,6.26,None,-12.41,12.06,-7160000000.0,5950000000.0,-45.27,18.20,54.23,98140000.0,None,0.06,None,81950000000.0,58670000000.0,23270000000.0,-12210000000.0,-362340000.0,1140000000.0,28600000000.0,-27460000000.0,18380000000.0,3.25,,-5.89,17.75,6.01,-25.62,24.49,19.34,0.68,1.82,0.22,4.81,1.23,4.73,None,26.11,26.23,11.92,9.42,16.78,35880000.0,14.85,6.40,1270000.0,Forward,Mar 4 2022,3280000000.0,35.46,1.95,None,None,156.92,-47.84,58.81,39.17,2.21,7,11.28,3.52,2.0578401464307503,-3.1961574952561667,3.5282258064516134,3.5282258064516134,34.899328859060404,2026-02-13,2026-02-13T18:03:31.328654
CDB.N0000,None,55240.0,None,None,1.25,None,None,None,None,-2.15,None,None,None,20.18,0.47,26120000000.0,6.07,None,None,None,17.24,1.03,4.23,,2.00,None,None,None,-24.87,6.35,None,1.02,None,None,None,None,5.15,48.31,9.51,377.20,353.02,-1.49,54.57,1.60,377.09,-0.38,6.44,68.11,3.16,-0.36,381.43,50over200,Citizens Development Business Finance PLC,Colombo Stock Exchange,244,Sep 30 2025,None,Miscellaneous business Credit Institutions,Sri Lanka,12.57,March,cdb.lk,None,2185,1995,True,Feb 10 2026,Feb 10 2026,Feb 17 2026,69.26,-9.24,1230.94,-9.24,Jul 11 2025,May 29 2012,414.00,28.23,2.04,-4.81,83.52,351.97,-3.03,-1.76,226.74,None,-5.59,343.65,59.72,2.04,-2.91,108.32,710.96,-3.03,0.20,301.01,None,-3.70,67.18,551.18,67.24,20.60,27.71,14.97,32.02,None,4.61,45.83,18.47,Semi-Annual,Jan 8 2026,17.50,3,17.78,0.01,Jan 28 2026,7.50,51.83,23.62,4.63,71720000.0,0.05,12730000.0,16.95,-0.01,12.67,13050000000.0,15.31,None,17.14,18.11,8.17,None,4500000000.0,12.24,None,25.82,15.80,38.77,None,61.87,11.37,None,25.84,14.99,38.79,None,13050000000.0,None,5.22,8.86,None,None,5.22,8.86,None,None,-1.43,,None,4019999999.9999995,1.08,,100.00,34.51,None,30.84,None,47.54,None,-5590000000.0,-1670000000.0,-6490000000.0,None,None,None,2860000000.0,-908550000.0,-90.56,None,None,None,1060000000.0,-6490000000.0,None,None,None,,None,None,None,178200000000.0,152530000000.0,25670000000.0,70700000000.0,,3280000000.0,59250000000.0,-55960000000.0,25330000000.0,22.76,,28.17,66.37,13.2,-214.26,357.92,353.13,1.78,,1.62,-9.12,2.31,None,None,19.13,None,4.72,2.81,16.62,5970000.0,3.69,2.57,2060000.0,Forward,Sep 20 2019,1700000000.0,27.41,13.03,None,None,977.45,87.86,705.87,160.13,0.08,3,None,None,0.07323232323232323,-6.962068965517242,-49.73180076628353,-49.73180076628353,33.24915824915825,2026-02-13,2026-02-13T18:03:31.328654
CDB.X0000,None,375580.0,None,None,1.53,None,None,None,None,-1.34,None,None,None,19.02,None,26120000000.0,5.80,None,None,None,17.24,1.03,4.23,,2.00,None,None,None,-24.87,6.35,None,1.02,None,None,None,None,5.15,47.24,6.80,298.35,281.91,-2.24,52.41,2.03,295.14,-0.96,4.82,77.12,4.00,0.12,302.29,50over200,Citizens Development Business Finance PLC,Colombo Stock Exchange,244,Sep 30 2025,None,Miscellaneous business Credit Institutions,Sri Lanka,12.57,March,cdb.lk,None,2185,1995,False,Feb 10 2026,Feb 10 2026,Feb 17 2026,84.69,-15.45,1270.98,-15.45,Nov 11 2025,Sep 12 2011,349.50,21.55,-1.58,-3.90,386.82,None,-2.64,-1.58,292.43,None,-7.51,307.78,68.62,-1.58,-1.46,506.91,None,-2.64,0.92,467.09,None,-5.16,78.86,625.36,78.94,21.91,82.38,None,41.50,None,5.92,45.83,18.47,Semi-Annual,Jan 8 2026,17.50,3,17.85,0.01,Jan 28 2026,7.50,51.83,28.29,5.92,,0.05,12730000.0,16.95,-0.01,12.67,13050000000.0,15.31,None,17.14,18.11,8.17,None,4500000000.0,12.24,None,25.82,15.80,38.77,None,61.87,11.37,None,25.84,14.99,38.79,None,13050000000.0,None,5.22,8.86,None,None,5.22,8.86,None,None,-1.43,,None,4019999999.9999995,1.08,,100.00,34.51,None,30.84,None,47.54,None,-5590000000.0,-1670000000.0,-6490000000.0,None,None,None,2860000000.0,-908550000.0,None,None,None,None,1060000000.0,-6490000000.0,None,None,None,,None,None,None,178200000000.0,152530000000.0,25670000000.0,70700000000.0,,3280000000.0,59250000000.0,-55960000000.0,25330000000.0,22.76,,28.17,66.37,13.2,-214.26,357.92,353.13,1.78,,1.62,-9.12,2.31,None,None,19.13,None,4.72,2.81,16.62,5970000.0,3.69,2.57,2060000.0,Forward,Sep 20 2019,1700000000.0,27.41,13.03,None,None,803.33,95.23,575.94,172.31,0.08,3,None,None,0.07323232323232323,-6.962068965517242,-49.73180076628353,-49.73180076628353,33.24915824915825,2026-02-13,2026-02-13T18:03:31.328654
CERA.N0000,None,601200.0,None,None,None,None,None,None,None,None,None,None,None,146.15,0.21,1000000000.0,8.35,10.28,4.04,29.00,11.99,0.88,11.52,911690000.0,4.44,9.89,7.59,9.36,9.72,20.17,None,0.88,None,15.80,17.36,10.69,16.52,38.27,3.08,168.61,165.92,-2.42,48.40,0.80,170.63,-0.96,0.65,62.56,1.50,-2.12,171.14,50over200,Lanka Ceramic PLC,Colombo Stock Exchange,1,Sep 30 2025,None,Structural Clay Products,Sri Lanka,2.86,March,lankaceramicplc.com,None,36,1990,True,Oct 31 2025,Oct 31 2025,None,27.48,-30.34,2800.82,-8.74,Jan 29 2021,Aug 6 2002,239.75,5.76,None,-0.89,67.17,4.44,-3.33,-1.91,12.65,452.07,-5.92,34.68,14.19,None,-0.89,82.31,48.32,-3.33,-1.91,26.90,859.01,-5.92,20.19,72.73,20.20,5.62,22.16,2.66,4.88,11.97,5.33,140.54,46.92,Annual,Jul 1 2025,8.90,3,-0.56,0.03,Jul 7 2025,8.90,52.69,31.97,5.36,6000000.0,-0.04,484670.0,4.02,-0.03,0.48,225770000.0,-28.16,None,-1.22,10.05,7.39,None,120090000.0,29.91,None,-2.58,33.80,3.98,None,20.01,29.85,None,-2.55,33.82,3.88,None,91890000.0,-7.21,2.26,None,20.55,12.56,2.26,None,20.55,12.56,4.49,31440000.0,9.48,31440000.0,0.07,57710000.0,40.70,53.19,13.92,13.92,43.15,61.71,25.56,101340000.0,73880000.0,97430000.0,-46.75,-78.55,10.64,10940000.0,-3920000.0,16.24,None,-76.93,-27.85,-38400000.0,97430000.0,-47.77,10.03,None,,None,None,None,1590000000.0,445950000.0,1140000000.0,213690000.0,123370000.0,90310000.0,,90310000.0,1140000000.0,,449.64,,,,9.01,190.27,190.27,5.13,,5.01,None,None,9.12,None,10.78,2.05,0.77,1.27,6.08,6270000.0,2.66,0.47,3340000.0,None,None,19230000.0,13.80,8.52,None,None,500.26,75.26,292.69,199.56,0.15,5,18.59,2.09,0.1419937106918239,-1.7362802852460466,43.154537803959784,43.154537803959784,,2026-02-13,2026-02-13T18:03:31.328654
CFI.N0000,None,434780.0,None,None,-0.26,None,None,None,None,-2.41,None,None,None,27.24,0.68,4120000000.0,5.11,None,30.69,34.50,18.23,0.75,42.33,2950000000.0,42.85,None,3.93,None,None,21.10,None,0.75,None,None,None,None,16.18,55.89,24.13,449.86,310.31,31.33,64.25,2.84,444.45,6.31,54.12,82.00,5.95,7.61,364.17,50over200,Colombo Fort Investments PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Investors not elsewhere classified,Sri Lanka,None,March,None,None,None,None,True,None,None,None,373.29,-23.22,32701.78,-12.17,Feb 10 2011,Nov 3 1999,622.90,1.46,11.03,49.45,623.21,-16.63,2.46,16.65,457.37,2807.30,5.57,615.39,358.93,11.03,49.45,631.55,-5.26,2.46,16.65,463.80,3803.00,5.57,364.23,634.02,364.71,22.06,94.10,-0.36,41.33,20.11,0.31,None,None,None,None,1.49,1,3.53,12.79,Jun 13 2025,1.49,None,1.72,13.10,8850000.0,-0.00,433830.0,7.85,-12.79,35.32,96180000.0,17.99,None,6.01,53.14,440.44,None,751230000.0,135.47,None,17871.99,76.31,None,None,91.09,128.40,None,20508.44,72.56,None,None,96180000.0,17.99,0.17,63.69,6.01,53.14,0.17,63.69,6.01,53.14,1204.81,85560000.0,440.44,85560000.0,11.47,,100.00,781.11,88.96,88.96,None,782.33,None,-9320000.0,-32350000.0,,None,None,None,-10120000.0,,None,None,None,None,-12910000.0,,None,None,None,,None,None,None,5480000000.0,859000.0,5480000000.0,1170000000.0,-730000.0,1170000000.0,,1170000000.0,5480000000.0,,163.88,,,,28.39,618.52,618.52,1362.05,,1361.99,None,None,None,None,19.99,1.56,3.49,1.42,5.96,,2.24,1.74,,Forward,Aug 11 2025,1180000.0,0.16,1.22,None,None,2277.22,141.87,1125.90,389.20,0.03,3,None,None,0.01755109489051095,,,,,2026-02-13,2026-02-13T18:03:31.328654
CFIN.N0000,None,7530000.0,None,None,None,None,None,None,None,-2.42,None,None,None,19.14,0.61,62010000000.0,5.73,None,None,None,17.47,0.76,3.98,,3.16,None,None,None,-5.11,3.67,None,0.73,None,None,None,None,3.35,39.44,5.82,281.66,271.41,-3.28,47.52,1.03,277.64,-0.77,2.98,64.25,2.09,0.67,288.99,50over200,Central Finance Company PLC,Colombo Stock Exchange,202,Sep 30 2025,None,Personal Credit Institutions,Sri Lanka,9.56,March,cf.lk,None,2314,1957,True,Feb 10 2026,Feb 10 2026,Feb 17 2026,63.32,-12.59,46537.74,-14.70,Oct 22 2025,Aug 14 2001,319.75,0.60,0.36,-9.03,309.22,226.39,-1.67,4.29,170.15,1639.16,-10.77,163.43,39.75,0.36,-8.16,355.64,390.79,-1.67,4.29,237.74,2782.38,-9.92,43.12,268.20,43.16,13.92,65.76,11.19,27.57,18.30,2.33,36.84,23.09,Semi-Annual,Dec 1 2025,6.50,None,14.00,None,Dec 8 2025,2.75,15.21,12.05,2.33,227350000.0,0.01,92950000.0,26.03,None,15.14,19630000000.0,6.20,None,16.04,17.95,10.89,None,10830000000.0,9.43,None,27.16,21.52,25.39,None,47.64,9.44,None,27.16,21.51,25.40,None,19630000000.0,None,17.04,18.12,None,None,17.04,18.12,None,None,9.95,,None,10380000000.0,3.48,,100.00,55.19,None,52.89,None,76.52,None,-1630000000.0,-209570000.0,-3170000000.0,None,None,None,-658610000.0,-1540000000.0,-13.94,None,None,None,2080000000.0,-3170000000.0,None,None,None,,None,None,None,144790000000.0,60260000000.0,84520000000.0,44830000000.0,,8670000000.0,5520000000.0,3150000000.0,81700000000.0,165.49,-38.77,70.04,308.89,-6.9,5.07,360.35,359.35,1.86,,1.83,-1.74,0.07,None,None,14.05,None,9.51,8.27,12.80,8480000.0,8.88,6.68,4680000.0,Forward,Jul 1 2021,3860000000.0,25.70,19.66,None,None,1025.07,127.86,621.49,275.83,0.15,4,None,None,0.13557566130257614,-7.845134997452878,-16.148751910341314,-16.148751910341314,3.8124179846674497,2026-02-13,2026-02-13T18:03:31.328654
CFLB.N0000,None,327350.0,None,None,0.25,None,None,None,None,-1.39,None,None,None,41.33,-0.12,18770000000.0,12.84,None,0.63,9.43,7.80,2.58,None,58560000000.0,0.20,8.11,40.00,-24.60,-12.68,15.25,None,0.95,None,7.47,2.54,-4.06,None,41.97,3.40,82.12,77.24,-2.73,49.33,1.39,80.04,-3.68,2.41,69.42,2.44,-1.17,81.32,50over200,The Colombo Fort Land & Building PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Conglomerates,Sri Lanka,None,March,cflbplc.com,None,None,1895,True,Feb 12 2026,Feb 12 2026,None,54.55,-79.75,25424.36,-19.79,May 6 2011,Jun 6 2001,390.58,0.31,-0.13,-12.21,179.51,-28.43,-1.25,-1.13,438.10,1902.53,-4.93,365.29,35.21,-0.13,-11.95,182.61,-20.01,-1.25,-1.13,444.08,2161.63,-4.93,35.62,396.56,35.65,17.38,41.37,-1.48,40.33,16.88,0.32,None,None,None,Sep 30 2025,0.25,None,-1.81,-0.02,Oct 21 2025,0.25,None,None,0.29,240000000.0,-0.05,10400000.0,4.47,0.02,24.47,92280000000.0,12.03,None,13.34,19.49,5.81,None,1460000000.0,-0.33,None,908.88,None,45.23,None,6.09,-0.41,None,908.69,None,44.87,None,21960000000.0,8.21,29.08,None,15.03,28.45,29.08,None,15.03,28.45,-28.53,5760000000.0,0.15,5760000000.0,-12.19,7390000000.0,23.80,1.59,6.24,6.24,None,5.27,8.01,2320000000.0,1370000000.0,-2380000000.0,None,None,19.89,-2510000000.0,-4700000000.0,-9.92,None,None,-1.28,1570000000.0,-2380000000.0,None,None,None,,None,None,None,81150000000.0,61420000000.0,19730000000.0,-1110000000.0,15910000000.0,5600000000.0,33659999999.999996,-28070000000.0,7270000000.0,2.27,,1.3,0.64,9.35,-149.55,33.35,30.28,0.97,4.55,0.54,-14.14,1.71,1.52,None,18.58,13.58,5.44,4.74,12.16,,7.64,5.53,,Forward,May 6 2011,1870000000.0,38.52,2.03,None,None,30.45,-14.54,67.60,-61.50,1.21,7,4.42,1.49,1.1371534195933457,-5.093194625054183,-2.5791070654529693,-2.5791070654529693,41.47874306839186,2026-02-13,2026-02-13T18:03:31.328654
CFVF.N0000,None,32720000.0,None,None,-2.14,None,None,None,None,-4.22,None,None,None,245.09,0.60,24910000000.0,3.50,None,1.54,1.86,28.59,2.10,40.81,32000000000.0,1.20,None,4.49,-21.81,-5.89,4.13,None,1.89,None,1.84,1.44,-4.59,9.25,36.29,1.59,64.61,50.23,10.96,58.18,2.15,61.81,-5.12,22.03,68.56,4.73,-0.82,55.25,50over200,First Capital Holdings PLC,Colombo Stock Exchange,23,Sep 30 2025,None,Investors not elsewhere classified,Sri Lanka,18.85,March,firstcapital.lk,None,145,1992,True,None,None,None,97.74,-12.43,364780.95,-12.43,Oct 10 2025,Aug 10 2001,70.00,0.02,-4.96,61.74,74.64,896.75,-2.70,-1.29,345.01,12692.15,-0.81,1144.67,58.40,-4.96,81.43,312.91,5184.85,-2.70,-1.29,1056.31,95111.47,-0.81,113.41,4489.52,113.52,46.61,60.41,30.28,63.17,40.91,11.42,None,63.26,Annual,Oct 21 2025,7.00,1,40.04,0.11,Nov 10 2025,7.00,86.09,45.67,10.81,405000000.0,0.11,33509999.999999996,3.65,-0.11,0.96,20820000000.0,44.70,None,44.71,25.75,57.03,None,7120000000.0,165.92,None,496.60,30.48,322.41,None,17.59,165.88,None,497.25,30.50,321.33,None,20390000000.0,124.42,26.86,42.03,33.11,39.98,26.86,42.03,33.11,39.98,258.89,17180000000.0,178.61,17180000000.0,190.45,17330000000.0,97.91,34.19,82.50,82.50,None,46.76,83.23,-1290000000.0,105680000.0,-1470000000.0,None,None,None,-40230000.0,-176900000.0,-3.62,None,None,None,1440000000.0,-1470000000.0,None,None,None,,None,None,None,119660000000.0,106480000000.0,13170000000.0,89250000000.0,-406690000.0,97220000000.0,103170000000.0,-5950000000.0,11890000000.0,10.85,,22.91,9.37,31.84,-23.89,29.71,29.35,9.3,5.95,9.29,-70.31,7.83,2.30,None,68.59,15.78,15.33,9.58,55.35,143620000.0,87.46,10.16,49100000.0,Forward,May 5 2022,2190000000.0,22.46,10.50,None,None,439.79,76.90,108.44,617.44,0.19,4,None,1.77,0.17399298011031256,-0.8496637848222863,-7.060518731988473,-7.060518731988473,86.21928798261742,2026-02-13,2026-02-13T18:03:31.328654
CHL.N0000,None,1310000.0,None,None,-2.65,None,None,None,None,1.59,None,None,None,15.48,0.55,13250000000.0,13.46,15.19,1.38,10.40,8.08,1.16,7.75,14710000000.0,1.25,7.68,13.74,16.87,6.58,9.69,None,1.08,None,7.04,6.70,5.93,7.80,53.22,15.54,346.54,205.95,47.11,74.17,2.06,303.18,-1.89,65.09,83.12,4.21,12.14,231.11,50over200,Ceylon Hospitals PLC,Colombo Stock Exchange,124,Sep 30 2025,None,Hospitals,Sri Lanka,6.67,March,durdans.com,None,1983,1939,True,Feb 11 2026,Feb 11 2026,Feb 18 2026,192.39,-12.60,4462.53,-13.56,Jan 22 2026,Feb 9 2004,389.00,7.45,-2.65,113.17,140.28,219.25,6.33,25.93,233.33,913.66,25.23,240.34,186.92,-2.65,113.17,161.52,397.39,6.33,25.93,288.23,1702.91,25.23,195.57,378.00,195.78,16.93,37.77,11.29,31.17,15.56,1.18,100.00,-5.83,Annual,Jun 23 2025,4.00,1,1.06,-19.16,Jul 11 2025,4.00,20.26,15.02,-17.98,41900000.0,0.01,7920000.0,14.63,19.16,4.15,10640000000.0,12.66,None,14.94,14.61,13.03,None,1070000000.0000001,2.99,None,179.00,23.36,208.52,None,24.98,-4.78,None,134.15,17.68,165.70,None,6510000000.0,12.05,131.28,20.26,22.68,13.15,131.28,20.26,22.68,13.15,104.84,1410000000.0,20.76,1410000000.0,4.85,1980000000.0,61.24,10.06,13.29,13.29,8.20,14.04,18.57,1720000000.0,-208140000.0,872140000.0,17.71,None,16.74,-1170000000.0,-852220000.0,20.82,None,None,10.48,-758620000.0,872140000.0,80.78,100.69,31.35,,None,None,None,18500000000.0,6180000000.0,12320000000.0,838640000.0,321250000.0,1710000000.0,2300000000.0,-591690000.0,11440000000.0,2.8,,-1.26,-12.59,9.84,-4.47,273.17,273.15,1.33,1.1,0.84,2.64,0.19,7.01,None,10.88,8.87,7.46,5.31,8.61,5360000.0,8.75,4.26,539700.0,Forward,Sep 8 2010,313070000.0,20.96,2.94,None,None,583.35,16.53,391.82,73.49,0.64,8,4.87,1.83,0.5751351351351351,-8.009586466165414,8.196804511278195,8.196804511278195,12.432432432432433,2026-02-13,2026-02-13T18:03:31.328654
CHL.X0000,None,146130.0,None,None,-2.25,None,None,None,None,1.30,None,None,None,5.93,None,13250000000.0,12.38,15.19,1.38,10.40,8.08,1.16,7.75,14710000000.0,1.25,7.68,13.74,16.87,6.58,9.69,None,1.08,None,7.04,6.70,5.93,7.80,53.25,13.80,261.31,161.57,40.61,70.74,2.31,227.32,-3.09,56.74,80.10,4.25,11.41,180.11,50over200,Ceylon Hospitals PLC,Colombo Stock Exchange,124,Sep 30 2025,None,Hospitals,Sri Lanka,6.67,March,durdans.com,None,1983,1939,False,Feb 11 2026,Feb 11 2026,Feb 18 2026,167.99,-10.83,5736.60,-10.83,Jan 20 2026,Feb 12 2004,284.00,4.34,-2.22,93.69,121.66,192.78,2.22,27.10,166.58,1115.62,23.54,239.02,148.28,-2.22,93.69,144.66,399.85,2.22,27.10,219.10,2523.91,23.54,157.17,404.41,157.34,17.56,34.74,11.32,26.12,17.75,1.55,100.00,-5.83,Annual,Jun 23 2025,4.00,1,1.06,-19.16,Jul 11 2025,4.00,20.26,15.02,-17.61,,0.01,7920000.0,14.63,19.16,4.15,10640000000.0,12.66,None,14.94,14.61,13.03,None,1070000000.0000001,2.99,None,179.00,23.36,208.52,None,24.98,-4.78,None,134.15,17.68,165.70,None,6510000000.0,12.05,131.28,20.26,22.68,13.15,131.28,20.26,22.68,13.15,104.84,1410000000.0,20.76,1410000000.0,4.85,1980000000.0,61.24,10.06,13.29,13.29,8.20,14.04,18.57,1720000000.0,-208140000.0,872140000.0,17.71,None,16.74,-1170000000.0,-852220000.0,None,None,None,10.48,-758620000.0,872140000.0,80.78,100.69,31.35,,None,None,None,18500000000.0,6180000000.0,12320000000.0,838640000.0,321250000.0,1710000000.0,2300000000.0,-591690000.0,11440000000.0,2.8,,-1.26,-12.59,9.84,-4.47,273.17,273.15,1.33,1.1,0.84,2.64,0.19,7.01,None,10.88,8.87,7.46,5.31,8.61,5360000.0,8.75,4.26,539700.0,Forward,Sep 8 2010,313070000.0,20.96,2.94,None,None,477.86,30.01,329.24,88.69,0.64,8,4.87,1.83,0.5751351351351351,-8.009586466165414,8.196804511278195,8.196804511278195,12.432432432432433,2026-02-13,2026-02-13T18:03:31.328654
